path,status,schema,name,distance_type,return_to_depot,seed,depot_count,customer_count,salesmen_count,node_count,bbox_min_x,bbox_min_y,bbox_max_x,bbox_max_y,warnings_count,errors_count,warnings,errors
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_hard/g03h_i25_c500_d3_m5_hard_adversarial.json,ok,new,g03h_i25_c500_d3_m5_hard_adversarial,euclidean,,205024,3,500,5,503,40.0,40.0,960.0,960.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i01_c750_d4_m5_trap.json,ok,new,g03t_i01_c750_d4_m5_trap,euclidean,,206000,4,750,5,754,40.0,40.0,960.0,960.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i02_c750_d3_m4_trap.json,ok,new,g03t_i02_c750_d3_m4_trap,euclidean,,206001,3,750,4,753,40.0,40.0,960.0,838.98009,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i03_c750_d2_m3_trap.json,ok,new,g03t_i03_c750_d2_m3_trap,euclidean,,206002,2,750,3,752,40.0,40.0,960.0,847.719564,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i04_c750_d4_m5_trap.json,ok,new,g03t_i04_c750_d4_m5_trap,euclidean,,206003,4,750,5,754,40.0,40.0,960.0,960.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i05_c750_d3_m4_trap.json,ok,new,g03t_i05_c750_d3_m4_trap,euclidean,,206004,3,750,4,753,40.0,40.0,960.0,835.411567,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i06_c750_d2_m3_trap.json,ok,new,g03t_i06_c750_d2_m3_trap,euclidean,,206005,2,750,3,752,40.0,40.0,960.0,843.51873,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i07_c750_d4_m5_trap.json,ok,new,g03t_i07_c750_d4_m5_trap,euclidean,,206006,4,750,5,754,40.0,40.0,960.0,960.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i08_c750_d4_m5_trap.json,ok,new,g03t_i08_c750_d4_m5_trap,euclidean,,206007,4,750,5,754,40.0,40.0,960.0,959.647603,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i09_c750_d3_m4_trap.json,ok,new,g03t_i09_c750_d3_m4_trap,euclidean,,206008,3,750,4,753,40.0,40.0,960.0,956.194404,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i10_c750_d2_m3_trap.json,ok,new,g03t_i10_c750_d2_m3_trap,euclidean,,206009,2,750,3,752,40.0,40.0,960.0,957.91841,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i11_c750_d4_m5_trap.json,ok,new,g03t_i11_c750_d4_m5_trap,euclidean,,206010,4,750,5,754,40.0,40.0,960.0,956.921732,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i12_c750_d3_m4_trap.json,ok,new,g03t_i12_c750_d3_m4_trap,euclidean,,206011,3,750,4,753,40.0,40.0,960.0,953.960622,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i13_c750_d2_m3_trap.json,ok,new,g03t_i13_c750_d2_m3_trap,euclidean,,206012,2,750,3,752,40.0,40.0,960.0,960.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i14_c750_d4_m5_trap.json,ok,new,g03t_i14_c750_d4_m5_trap,euclidean,,206013,4,750,5,754,40.0,40.0,960.0,562.727273,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i15_c750_d3_m4_trap.json,ok,new,g03t_i15_c750_d3_m4_trap,euclidean,,206014,3,750,4,753,40.0,40.0,960.0,444.687855,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i16_c750_d2_m3_trap.json,ok,new,g03t_i16_c750_d2_m3_trap,euclidean,,206015,2,750,3,752,40.0,40.0,960.0,468.988415,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i17_c750_d4_m5_trap.json,ok,new,g03t_i17_c750_d4_m5_trap,euclidean,,206016,4,750,5,754,40.0,40.0,960.0,562.727273,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i18_c750_d3_m4_trap.json,ok,new,g03t_i18_c750_d3_m4_trap,euclidean,,206017,3,750,4,753,40.0,40.0,960.0,434.810201,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i19_c750_d4_m5_trap.json,ok,new,g03t_i19_c750_d4_m5_trap,euclidean,,206018,4,750,5,754,40.0,40.0,960.0,707.12528,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i20_c750_d3_m4_trap.json,ok,new,g03t_i20_c750_d3_m4_trap,euclidean,,206019,3,750,4,753,40.0,40.0,960.0,728.70696,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i21_c750_d4_m5_trap.json,ok,new,g03t_i21_c750_d4_m5_trap,euclidean,,206020,4,750,5,754,40.0,40.0,960.0,746.416476,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i22_c750_d3_m4_trap.json,ok,new,g03t_i22_c750_d3_m4_trap,euclidean,,206021,3,750,4,753,40.0,40.0,960.0,747.206209,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i23_c750_d4_m5_trap.json,ok,new,g03t_i23_c750_d4_m5_trap,euclidean,,206022,4,750,5,754,40.0,40.0,960.0,960.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i24_c750_d3_m4_trap.json,ok,new,g03t_i24_c750_d3_m4_trap,euclidean,,206023,3,750,4,753,40.0,40.0,960.0,913.158274,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_03_traps/g03t_i25_c750_d2_m3_trap.json,ok,new,g03t_i25_c750_d2_m3_trap,euclidean,,206024,2,750,3,752,40.0,40.0,960.0,872.03613,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_04/g04_i01_c1000_d6_m11_random.json,ok,new,group_04_instance_01_customers_1000_depots_6_salesmen_11_random,euclidean,True,775866201,6,1000,11,1006,5.02620048970559,0.5926926646853126,999.9151724256459,998.8971562410925,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_04/g04_i02_c1000_d5_m19_random.json,ok,new,group_04_instance_02_customers_1000_depots_5_salesmen_19_random,euclidean,True,122894519,5,1000,19,1005,2.4070811046466023,2.0611995366753844,999.098783044457,999.9115472767927,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_04/g04_i03_c1000_d7_m19_random.json,ok,new,group_04_instance_03_customers_1000_depots_7_salesmen_19_random,euclidean,True,1394959369,7,1000,19,1007,0.8893960533169487,0.13652042089340455,999.6101355556526,999.8603044310336,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_04/g04_i04_c1000_d7_m12_random.json,ok,new,group_04_instance_04_customers_1000_depots_7_salesmen_12_random,euclidean,True,808086190,7,1000,12,1007,1.8088002093874511,2.7324124739952493,998.1889699408398,999.5856625677069,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_04/g04_i05_c1000_d10_m23_random.json,ok,new,group_04_instance_05_customers_1000_depots_10_salesmen_23_random,euclidean,True,1346317965,10,1000,23,1010,2.193565975750489,1.1567526884624924,999.2377836945435,998.5789536998401,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_05/g05_i01_c10000_d1_m6_random.json,ok,new,group_05_instance_01_customers_10000_depots_1_salesmen_6_random,euclidean,True,2019510979,1,10000,6,10001,0.02887898520453902,0.08744175749941796,999.8720611257523,999.5936439004372,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_05/g05_i02_c10000_d2_m9_random.json,ok,new,group_05_instance_02_customers_10000_depots_2_salesmen_9_random,euclidean,True,152565452,2,10000,9,10002,0.00018237243470942133,0.3988356217593525,999.6283526499305,999.9693941392885,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_05/g05_i03_c10000_d3_m18_random.json,ok,new,group_05_instance_03_customers_10000_depots_3_salesmen_18_random,euclidean,True,770912036,3,10000,18,10003,0.48041993013758777,0.16413542790016944,999.9773696772626,999.7257950667458,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_05/g05_i04_c10000_d1_m8_random.json,ok,new,group_05_instance_04_customers_10000_depots_1_salesmen_8_random,euclidean,True,232787690,1,10000,8,10001,0.05487299207274088,0.2012978454625225,999.513390162006,999.9564034576262,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_05/g05_i05_c10000_d2_m9_random.json,ok,new,group_05_instance_05_customers_10000_depots_2_salesmen_9_random,euclidean,True,142956746,2,10000,9,10002,0.03739220278098365,0.10087187509089102,999.980183919251,999.9173625301686,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_06/g06_i01_c10000_d7_m16_clustered.json,ok,new,group_06_instance_01_customers_10000_depots_7_salesmen_16_clustered,euclidean,True,1960168882,7,10000,16,10007,0.0,0.0,959.9531519976583,943.9615946429481,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_06/g06_i02_c10000_d6_m41_clustered.json,ok,new,group_06_instance_02_customers_10000_depots_6_salesmen_41_clustered,euclidean,True,1613511864,6,10000,41,10006,0.0,0.0,930.6857542487619,1000.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_06/g06_i03_c10000_d10_m79_grid.json,ok,new,group_06_instance_03_customers_10000_depots_10_salesmen_79_grid,euclidean,True,1607858933,10,10000,79,10010,0.0,0.0,1000.0,1000.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_06/g06_i04_c10000_d7_m15_grid.json,ok,new,group_06_instance_04_customers_10000_depots_7_salesmen_15_grid,euclidean,True,250239190,7,10000,15,10007,0.0,0.0,1000.0,1000.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_06/g06_i05_c10000_d7_m15_adversarial.json,ok,new,group_06_instance_05_customers_10000_depots_7_salesmen_15_adversarial,euclidean,True,419484058,7,10000,15,10007,16.282134366342476,0.0,1000.0,1000.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_06/g06_i06_c10000_d7_m33_adversarial.json,ok,new,group_06_instance_06_customers_10000_depots_7_salesmen_33_adversarial,euclidean,True,1748964383,7,10000,33,10007,7.015485439845932,0.0,1000.0,1000.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_06/g06_i07_c10000_d10_m70_line.json,ok,new,group_06_instance_07_customers_10000_depots_10_salesmen_70_line,euclidean,True,1159319365,10,10000,70,10010,0.0,83.37296433249841,1000.0,974.2781559757062,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_06/g06_i08_c10000_d7_m45_line.json,ok,new,group_06_instance_08_customers_10000_depots_7_salesmen_45_line,euclidean,True,1231431545,7,10000,45,10007,0.0,0.0,1000.0,1000.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_07/g07_i01_c25000_d9_m20_random.json,ok,new,group_07_instance_01_customers_25000_depots_9_salesmen_20_random,euclidean,True,771675779,9,25000,20,25009,0.005941703607015292,0.10612252818242851,999.9617215331787,999.9977007076029,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_07/g07_i02_c25000_d5_m26_random.json,ok,new,group_07_instance_02_customers_25000_depots_5_salesmen_26_random,euclidean,True,1789469626,5,25000,26,25005,0.004664719058244948,0.0028371026433715585,999.9938632675077,999.9249539133434,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_08/g08_i01_c100000_d2_m18_random.json,ok,new,group_08_instance_01_customers_100000_depots_2_salesmen_18_random,euclidean,True,587110340,2,100000,18,100002,0.008804770495585146,0.015159818473442499,999.9940331571242,999.9836463840775,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_08/g08_i02_c100000_d3_m28_random.json,ok,new,group_08_instance_02_customers_100000_depots_3_salesmen_28_random,euclidean,True,560292579,3,100000,28,100003,0.0025328256344492317,0.01000768480674541,999.9986110168456,999.961291107853,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_09/g09_i01_c100000_d6_m44_random.json,ok,new,group_09_instance_01_customers_100000_depots_6_salesmen_44_random,euclidean,True,697545216,6,100000,44,100006,0.0011858357896743499,0.010301347140084793,999.988314306975,999.9885620425615,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_09/g09_i02_c100000_d6_m56_random.json,ok,new,group_09_instance_02_customers_100000_depots_6_salesmen_56_random,euclidean,True,766162482,6,100000,56,100006,0.000501074338021823,0.0038877069439280376,999.9922697872465,999.9917232926243,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_10/g10_i01_c100000_d330_m2575_random.json,ok,new,group_10_instance_01_customers_100000_depots_330_salesmen_2575_random,euclidean,True,338777134,330,100000,2575,100330,0.011507477913230701,0.0012864743873519657,999.9953512718523,999.9868350387895,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/research/group_10/g10_i02_c100000_d579_m4819_random.json,ok,new,group_10_instance_02_customers_100000_depots_579_salesmen_4819_random,euclidean,True,79088052,579,100000,4819,100579,0.01841956164705394,0.00015130990815848122,999.9928355343482,999.9690204881118,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/small/sample_euclidean_10_2x2.json,ok,new,sample_euclidean_10_2x2,euclidean,,42,2,10,4,12,10.0,10.0,90.0,90.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/small/toy_01_single_depot.json,ok,legacy,toy_01_single_depot,euclidean,True,,1,3,1,4,0.0,0.0,3.0,0.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/small/toy_02_two_depots_balanced.json,ok,legacy,toy_02_two_depots_balanced,euclidean,True,,2,4,2,6,0.0,0.0,12.0,0.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/small/toy_03_two_depots_unbalanced.json,ok,legacy,toy_03_two_depots_unbalanced,euclidean,True,,2,6,3,8,0.0,-1.0,22.0,1.0,0,0,,
/Users/mrggrm/Documents/GitHub/MDMTSP-HSE-RESEARCH/instances/small/toy_04_three_depots_sparse.json,ok,legacy,toy_04_three_depots_sparse,euclidean,True,,3,7,4,10,0.0,0.0,31.0,26.0,0,0,,
